Fighter,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str Acc. (pct),SApM,Str Def. (pct),TD Avg.,TD Acc. (pct),TD Def. (pct),Sub. Avg.,Link
Jose Canseco,,6.33,240.0,,Orthodox,0,1,0,0,0.78,0.1,4.68,0.62,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/03da33a102d9a45f
Cody Canterbury,,5.67,155.0,,,1,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/23100e8f71f25a4a
Bo Cantrell,Redrum,6.17,235.0,,Orthodox,10,10,0,0,3.16,0.16,12.63,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6750e338922a099d
Steve Cantwell,The Robot,6.17,185.0,75.0,Orthodox,7,6,0,0,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,http://ufcstats.com/fighter-details/f1f9e48a0d150757
Paul Capaldo,,5.58,135.0,,,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/83b8fe74224dd642
Phil Caracappa,The Hitman,5.67,135.0,70.0,Orthodox,6,1,0,0,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,http://ufcstats.com/fighter-details/bd81a97864acf098
Frank Caracci,,,,,,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/44f9c777fed7ca03
Gina Carano,Conviction,5.67,145.0,,Orthodox,7,1,0,0,4.5,0.47,2.66,0.64,1.24,0.66,0.85,1.6,http://ufcstats.com/fighter-details/899eaba48fa864a6
Dos Caras Jr.,,6.33,225.0,,Orthodox,9,5,0,0,0.77,0.23,1.2,0.59,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/155a02a8b4311057
Bryan Caraway,Kid Lightning,5.67,135.0,68.0,Orthodox,21,9,0,0,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,http://ufcstats.com/fighter-details/5ef0088c1b19beeb
Remo Cardarelli,,,135.0,,,7,5,0,0,2.27,0.47,1.47,0.59,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/e5512a6aed150d8f
Phil Cardella,,5.92,155.0,,,8,5,0,0,2.47,0.5,2.0,0.57,0.0,0.0,0.11,2.5,http://ufcstats.com/fighter-details/f6a7b02c42e9fc5b
Edgar Cardenas,Kitty Katt,,145.0,,,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/99a86b134dccc166
Chris Cariaso,Kamikaze,5.25,125.0,64.0,Southpaw,17,8,0,0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,http://ufcstats.com/fighter-details/b2e3aca4cd363477
Ronald Carillo,,,125.0,,,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cbd022eaf2ac546a
Rafael Carino,,6.67,245.0,,Orthodox,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/08a7080ff5904661
Don Carlo-Clauss,,,170.0,,,10,7,0,0,1.44,0.3,7.68,0.43,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/f59a6de8a5dfe297
Antonio Carlos Junior,Cara de Sapato,6.17,185.0,79.0,Orthodox,11,5,0,0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,http://ufcstats.com/fighter-details/52e76bb4b3e852f3
Spike Carlyle,Alpha Ginger,5.67,145.0,71.0,Switch,9,3,0,0,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,http://ufcstats.com/fighter-details/be68b375707dcb85
Francis Carmont,Limitless,6.25,205.0,78.0,Orthodox,25,12,0,0,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,http://ufcstats.com/fighter-details/3591d0d5d382a381
Liz Carmouche,Girlrilla,5.5,125.0,66.0,Orthodox,13,7,0,0,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,http://ufcstats.com/fighter-details/51a0c09cbe9b8472
Roan Carneiro,Jucao,5.92,170.0,76.0,Orthodox,21,11,0,0,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,http://ufcstats.com/fighter-details/1c86754617d9813a
Ariane Carnelossi,Sorriso,5.17,115.0,61.0,Orthodox,14,3,0,0,3.04,0.4,4.72,0.43,1.62,0.55,0.08,0.3,http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Luana Carolina,Dread,5.5,125.0,69.0,Orthodox,8,3,0,0,4.64,0.5,3.55,0.47,0.0,0.0,0.82,1.0,http://ufcstats.com/fighter-details/528b071cf3da7c56
Tim Caron,The Bear,6.08,185.0,,Orthodox,7,1,0,0,0.59,0.5,6.9,0.12,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b80ea4880f25c187
Clayton Carpenter,,,125.0,,,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b62d5280966b2460
Gabriel Carrasco,,5.5,135.0,,,7,0,0,0,4.15,0.37,1.53,0.8,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/89ed44801968b8e3
Cody Carrillo,,5.83,155.0,,,11,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9346efb4bbaedd08
Cain Carrizosa,The Insane,5.67,155.0,,Orthodox,10,3,0,0,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0,http://ufcstats.com/fighter-details/064b7dc68d786254
Roger Carroll,The Leprechaun,5.83,170.0,,,16,14,0,0,7.62,0.61,10.48,0.43,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/572a89dbe1f76761
Jonny Carson,,5.83,155.0,,,11,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0d49ddc07bd8c747
Scott Carson,,6.17,215.0,,,4,2,0,0,0.62,0.66,6.22,0.23,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1e3302f9ab6f549a
Shonie Carter,Mr. International,5.83,170.0,,Southpaw,51,31,7,0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,http://ufcstats.com/fighter-details/7b6e40a73b567072
Jack Cartwright,,,135.0,,,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1f592bfefb0d62a3
Bruno Carvalho,,5.67,154.0,,,10,5,0,0,0.6,0.45,0.93,0.53,0.0,0.0,0.66,4.0,http://ufcstats.com/fighter-details/456c02115efc4a01
Antonio Carvalho,Pato,5.75,145.0,70.0,Orthodox,15,6,0,0,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/fef3d17e27e916e7
Rafael Carvalho,,6.25,185.0,,,14,1,0,0,1.94,0.5,1.84,0.54,2.77,0.4,0.7,0.0,http://ufcstats.com/fighter-details/620d8710e89cfeae
Shane Carwin,The Engineer,6.17,265.0,80.0,Orthodox,12,2,0,0,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,http://ufcstats.com/fighter-details/68dd7b3783c19f9c
Johnny Case,Hollywood,5.83,155.0,72.0,Orthodox,22,6,0,0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,http://ufcstats.com/fighter-details/1f4b04a926ef1287
Kevin Casey,King,5.92,185.0,77.0,Southpaw,9,5,2,0,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,http://ufcstats.com/fighter-details/8d9586726252dbf7
Cortney Casey,Cast Iron,5.58,125.0,67.0,Orthodox,10,10,0,0,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
Brandon Cash,Money,6.42,255.0,,Orthodox,10,4,0,0,5.42,0.72,0.68,0.33,10.17,0.66,0.0,0.0,http://ufcstats.com/fighter-details/3993f7dcb7caf42a
Bendy Casimir,,5.42,145.0,,Southpaw,20,14,2,0,0.74,0.27,3.42,0.54,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/ec7ac09293d26c05
Dwayne Cason,,5.83,212.0,,Orthodox,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/31c01fbc2586a5eb
Joe Cason,,6.25,205.0,,,9,1,0,0,4.17,0.55,10.83,0.23,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2b1c6f28039efe36
John Castaneda,Sexy Mexi,5.5,135.0,71.0,Switch,19,5,0,0,4.38,0.46,4.53,0.56,0.65,0.22,0.63,0.3,http://ufcstats.com/fighter-details/5fa2974cbd18e05c
Eric Castile,,5.67,145.0,,,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a0a69dc9914ef6e1
Gil Castillo,,5.75,170.0,,Southpaw,8,5,0,0,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0,http://ufcstats.com/fighter-details/31ceaf0e670c1578
Danny Castillo,Last Call,5.75,155.0,71.0,Orthodox,17,10,0,0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
Raul Castillo,,5.92,185.0,,Orthodox,7,1,0,0,1.47,0.48,3.27,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/feeae92f951f49a9
Jenna Castillo,,5.17,125.0,,,1,0,0,0,3.24,0.56,2.01,0.57,1.68,1.0,1.0,0.0,http://ufcstats.com/fighter-details/e680418329c84ec4
Tim Catalfo,Obake,5.92,235.0,,Orthodox,4,2,0,0,0.39,1.0,0.77,0.33,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6ca68b636fbc1f18
Nick Catone,The Jersey Devil,6.0,185.0,72.0,Southpaw,10,4,0,0,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
Luke Caudillo,Lil' Hulk,5.58,155.0,,Orthodox,17,17,0,0,1.97,0.28,5.07,0.55,0.44,0.2,0.85,0.0,http://ufcstats.com/fighter-details/68d76fd9ecf7431d
Gesias Cavalcante,JZ,5.67,155.0,71.0,Orthodox,21,10,1,0,1.98,0.35,3.11,0.51,1.25,0.36,0.66,1.1,http://ufcstats.com/fighter-details/2a74bbba57058f12
Rafael Cavalcante,Feijao,6.08,205.0,74.0,Orthodox,12,7,0,0,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c
Magnus Cedenblad,Jycken,6.42,185.0,79.0,Orthodox,14,5,0,0,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,http://ufcstats.com/fighter-details/0e21976afc92e4d1
Yosdenis Cedeno,Pink Panther,5.67,155.0,69.0,Orthodox,10,6,1,0,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,http://ufcstats.com/fighter-details/3e61082025db8137
Henry Cejudo,The Messenger,5.33,135.0,64.0,Orthodox,16,2,0,0,3.92,0.45,2.77,0.65,2.12,0.33,0.93,0.2,http://ufcstats.com/fighter-details/056c493bbd76a918
Adam Cella,El Naturel,6.17,170.0,,,6,8,0,0,1.91,0.42,2.61,0.51,3.92,0.75,0.5,1.3,http://ufcstats.com/fighter-details/b27b8881d7444114
Donald Cerrone,Cowboy,6.08,155.0,73.0,Orthodox,36,17,0,0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,http://ufcstats.com/fighter-details/1d00756835ca67c9
Jared Chaffee,,5.83,155.0,,,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/fdf59144e535bc38
Luan Chagas,Tarzan,6.0,170.0,75.0,Orthodox,15,3,1,0,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,http://ufcstats.com/fighter-details/9ccf8371fd80d45d
Edgar Chairez,Pitbull,5.58,135.0,,,7,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5ef94841c4bc3f86
Ansar Chalangov,,5.75,170.0,,Orthodox,14,5,0,0,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6,http://ufcstats.com/fighter-details/7342fcc41a4817fa
Alex Chambers,Astro Girl,5.25,115.0,63.0,Southpaw,5,5,0,0,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
Michael Chandler,Iron,5.67,155.0,71.0,Orthodox,23,7,0,0,5.17,0.46,4.87,0.45,1.83,0.36,0.71,1.1,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Chelsea Chandler,,,145.0,,,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/af9efbfd63d39734
Donnie Chappell,,5.92,178.0,,Southpaw,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8788beb528894f33
Joe Charles,The Ghetto Man,6.08,260.0,,Southpaw,6,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5
Dan Charles,The Man,6.17,228.0,,,10,6,1,0,2.82,0.45,3.51,0.44,0.0,0.0,0.31,0.0,http://ufcstats.com/fighter-details/32a4f1235f0dad73
Ernest Chavez,EJ,5.67,145.0,70.0,Orthodox,10,2,0,0,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,http://ufcstats.com/fighter-details/b406da701c479076
Emilio Chavez,,5.75,145.0,,,12,9,0,0,2.73,0.48,1.53,0.54,3.0,0.5,0.0,0.0,http://ufcstats.com/fighter-details/84e8920e59ff14a7
Danny Chavez,The Colombian Warrior,5.67,145.0,67.0,Orthodox,11,5,1,0,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Gabriel Checco,Zangief,6.08,185.0,,Switch,10,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9c5f7d5c6d084b35
Albert Cheng,,5.92,170.0,,Orthodox,7,4,0,0,1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0
Fabio Cherant,Water Buffalo,6.08,205.0,74.0,Southpaw,7,4,0,0,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/78a68f1dade6aaf7
Ion Cherdivara,,,205.0,,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c713a845360d604b
Mark Cherico,The Pride of Bloomfield,5.58,145.0,69.0,Orthodox,11,1,0,0,3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0,http://ufcstats.com/fighter-details/79a193111e3bc99b
Macy Chiasson,,5.92,145.0,72.0,Orthodox,9,2,0,0,3.7,0.45,2.56,0.46,1.95,0.33,0.64,0.4,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Michael Chiesa,Maverick,6.08,170.0,75.0,Southpaw,18,6,0,0,1.88,0.41,1.67,0.54,3.39,0.54,0.6,1.0,http://ufcstats.com/fighter-details/c58f51dedb310998
Giga Chikadze,Ninja,6.0,145.0,74.0,Orthodox,14,3,0,0,4.05,0.42,3.35,0.62,0.26,0.33,0.69,0.3,http://ufcstats.com/fighter-details/9560ff14eb3129f7
Khamzat Chimaev,Borz,6.17,170.0,75.0,Orthodox,11,0,0,0,7.89,0.59,4.3,0.41,3.23,0.66,1.0,2.7,http://ufcstats.com/fighter-details/767755fd74662dbf
Sako Chivitchian,,5.92,155.0,,,8,1,0,0,2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/9f7787e56a6bc0f4
Mu Bae Choi,,6.17,230.0,,Orthodox,12,6,0,0,1.55,0.49,3.65,0.44,3.12,0.75,0.6,1.0,http://ufcstats.com/fighter-details/371a1c91b24dec2b
Hong Man Choi,Techno Goliath,7.17,330.0,,Orthodox,4,5,0,0,1.32,0.26,1.46,0.36,0.71,1.0,0.84,0.0,http://ufcstats.com/fighter-details/2c104b7e59a72629
Dooho Choi,The Korean Superboy,5.83,145.0,70.0,Orthodox,14,4,0,0,5.32,0.51,6.38,0.53,0.41,0.2,0.5,0.0,http://ufcstats.com/fighter-details/e93b04e308913c2e
SeungWoo Choi,Sting,6.0,145.0,74.0,Orthodox,10,5,0,0,3.32,0.37,3.0,0.45,0.9,0.55,0.66,0.0,http://ufcstats.com/fighter-details/a68575214ecad140
SeungGuk Choi,,5.5,125.0,64.0,Orthodox,5,1,0,0,3.53,0.51,2.2,0.57,0.0,0.0,0.88,0.0,http://ufcstats.com/fighter-details/adccbc19b22e19af
John Cholish,,5.92,155.0,74.0,Orthodox,8,3,0,0,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,http://ufcstats.com/fighter-details/03c9994c5b8958ec
Ryo Chonan,Piranah,5.75,170.0,70.0,Orthodox,22,13,0,0,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9
Katlyn Chookagian,Blonde Fighter,5.75,125.0,68.0,Orthodox,18,4,0,0,4.56,0.35,4.26,0.63,0.28,0.15,0.54,0.4,http://ufcstats.com/fighter-details/e872e9a9a902c045
Will Chope,The Kill,6.33,145.0,,Switch,34,13,0,0,4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/db5dc7cb80d7d418
Joachim Christensen,,6.25,205.0,76.0,Orthodox,14,6,0,0,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2d447cc91bdaa545
Dan Christison,The Sandman,6.67,265.0,,Orthodox,20,7,0,0,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1,http://ufcstats.com/fighter-details/b369533a577fa97c
Anthony Christodoulou,,5.75,155.0,,Orthodox,12,7,0,0,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/4f11e9ce318ffbcb
Murad Chunkaiev,,5.92,185.0,,Orthodox,8,4,0,0,0.85,0.16,3.41,0.66,8.53,1.0,0.0,0.0,http://ufcstats.com/fighter-details/d4a12dfa4067742f
Cameron Church,,5.92,155.0,72.0,Orthodox,4,1,0,0,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0,http://ufcstats.com/fighter-details/f197ce0cbe69996d
Steven Ciaccio,Stryker,6.0,170.0,,,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/eaebaa6801338ea1
Mike Ciesnolevicz,,6.0,235.0,,Orthodox,19,4,0,0,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1,http://ufcstats.com/fighter-details/51b0bb73a1da34bc
Hannah Cifers,Shockwave,5.08,115.0,62.0,Orthodox,10,7,0,0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b
Branko Cikatic,,6.08,215.0,,Orthodox,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4e5bbc4566049cbf
Nikolajus Cilkinas,,,,,Orthodox,2,6,0,0,0.0,0.0,5.88,0.16,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3f3550bf126a5721
Misha Cirkunov,,6.25,205.0,77.0,Orthodox,15,8,0,0,3.87,0.51,3.0,0.57,4.25,0.43,0.76,1.8,http://ufcstats.com/fighter-details/67f272324a030d00
Johnny Cisneros,The Tattooed Terror,5.92,170.0,,,9,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/42611508ba8c3298
Laverne Clark,,5.92,170.0,,Orthodox,27,21,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1c2f2571b18791b6
Logan Clark,,6.17,185.0,,Orthodox,18,6,0,0,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1,http://ufcstats.com/fighter-details/6776260cb0aef647
Mychal Clark,,6.25,224.0,,Orthodox,10,14,0,0,5.8,0.56,2.9,0.59,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/69108cb8b32efe04
Dominic Clark,,5.83,155.0,,,10,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8a64b3f87ad29d1e
Heather Clark,Hurricane,5.5,115.0,64.0,Orthodox,7,6,0,0,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9
Devin Clark,Brown Bear,6.0,205.0,75.0,Orthodox,13,6,0,0,3.08,0.57,2.54,0.46,2.48,0.35,0.53,0.1,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
Jessica-Rose Clark,,5.42,135.0,64.0,Orthodox,11,8,0,0,4.02,0.52,3.59,0.59,1.76,0.52,0.63,0.3,http://ufcstats.com/fighter-details/6c8072b61c276e67
John Clarke,,,170.0,,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a77c71a574132188
Mitch Clarke,Danger Zone,5.83,155.0,73.0,Orthodox,11,5,0,0,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,http://ufcstats.com/fighter-details/c76ec2bc3a57666a
Rich Clementi,No Love,5.75,155.0,72.0,Southpaw,45,23,1,0,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2
Chris Clements,The Menace,5.83,170.0,70.0,Orthodox,12,6,0,0,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
RJ Clifford,,,160.0,,,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8e32bfcff3ec1717
Josh Clopton,The Gentleman,5.5,145.0,,Orthodox,6,2,1,0,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0,http://ufcstats.com/fighter-details/48e96d9cea6d4ab0
Brian Cobb,,5.92,155.0,,Orthodox,20,9,0,0,0.0,0.0,3.68,0.55,5.81,0.5,0.0,0.0,http://ufcstats.com/fighter-details/3138fab619faf4d1
Darryl Cobb,,5.75,185.0,,,6,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/dc6d8256ee3dfba5
Dave Cochran,,5.5,155.0,,,26,29,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6dbb1107de9a4a08
Dakota Cochrane,,5.67,155.0,,,29,12,0,0,2.66,0.75,2.66,0.3,4.43,0.33,0.0,0.0,http://ufcstats.com/fighter-details/8fa7e0bc052185ce
Marloes Coenen,,5.75,145.0,67.0,,23,8,0,0,2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5,http://ufcstats.com/fighter-details/0b77a05bcbd2de74
Marc Cofer,,,185.0,,,7,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e90d9d0681270953
John Cofer,The Potter,5.75,155.0,,Southpaw,8,4,0,0,2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0,http://ufcstats.com/fighter-details/8b260672a21d1fd6
Chris Coggins,,,,,,7,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a0c29b13f7a5df32
Felipe Colares,Cabocao,5.67,145.0,69.0,Orthodox,10,4,0,0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,http://ufcstats.com/fighter-details/dbac0a413af64bbe
Wayne Cole,,6.08,205.0,,Orthodox,16,25,0,0,0.57,0.2,8.33,0.27,4.31,0.25,0.0,4.3,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc
Devin Cole,,6.33,240.0,,Orthodox,20,10,1,0,3.5,0.55,2.14,0.48,2.18,0.42,0.66,0.0,http://ufcstats.com/fighter-details/1174782eacde9b0c
Coltin Cole,,,185.0,,,4,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cecd72feb0d640e3
Ivan Cole,JP,5.75,135.0,,,2,3,0,0,2.68,0.36,4.69,0.46,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/987b80f57190d6d0
Mark Coleman,The Hammer,6.08,205.0,75.0,Orthodox,16,10,0,0,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,http://ufcstats.com/fighter-details/21b8a0f5c231096f
Cortez Coleman,Hollywood,6.08,185.0,,,13,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ffb20ae0db47ebe6
Clay Collard,Cassius,5.92,145.0,73.0,Orthodox,14,7,0,0,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,http://ufcstats.com/fighter-details/cc900c6a71ed23f3
Jamie Colleen,,5.25,115.0,65.0,Orthodox,4,1,0,0,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,http://ufcstats.com/fighter-details/6b64db453edf4c50
Jake Collier,The Prototype,6.25,230.0,78.0,Orthodox,13,7,0,0,5.67,0.43,4.65,0.51,0.81,0.33,0.67,0.4,http://ufcstats.com/fighter-details/92fa1401b7927da3
Christian Colombo,,6.42,265.0,,Orthodox,8,3,1,0,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/9123c54d0a2b72dd
Wes Combs,The Soldier,6.17,205.0,,Orthodox,20,6,0,0,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a85998eb79650b2c
Carlos Condit,The Natural Born Killer,6.17,170.0,75.0,Orthodox,32,14,0,0,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,http://ufcstats.com/fighter-details/f9f07bb5a43535ed
Chris Condo,,6.0,335.0,,Orthodox,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/41e77dc504a192c6
Montserrat Conejo,,5.0,115.0,61.0,Southpaw,10,2,0,0,1.16,0.37,2.44,0.51,3.85,0.8,0.0,1.9,http://ufcstats.com/fighter-details/1235b31de15d0c6e
Tristan Connelly,Boondock,5.83,145.0,68.0,Orthodox,14,8,0,0,3.31,0.51,2.96,0.5,0.33,0.14,0.6,0.3,http://ufcstats.com/fighter-details/2ebfbe72ed703925
Marcos Conrado Jr.,,6.17,220.0,,Orthodox,5,1,0,0,1.6,0.34,9.69,0.35,1.84,0.14,0.0,0.0,http://ufcstats.com/fighter-details/d450769115a193c2
Jeremiah Constant,,6.08,240.0,,Orthodox,11,8,0,0,1.5,0.75,3.25,0.43,0.0,0.0,0.0,7.5,http://ufcstats.com/fighter-details/18f5669a92e99d92
Jonathan Contrestano,JT,,155.0,,,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/06d4eb8123087123
Bob Cook,Crazy,5.75,170.0,,Orthodox,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a
